positions_part_number,service_call_category,total_cost_in_euros,total_service_count
1954,Inspection / Maintenance,116.5908327,2.434347826
1955,Breakdown,116.4917156,17.04043478
1956,Accessories,116.3861696,4.868695652
1957,Inspection / Maintenance,115.947987,4.868695652
1958,Breakdown,115.8883699,4.868695652
1959,Inspection / Maintenance,115.099671,4.868695652
1960,Breakdown,114.8505076,4.868695652
1961,Breakdown,114.5684524,9.737391304
1962,Breakdown,113.9761652,2.434347826
1963,Inspection / Maintenance,113.9683181,4.868695652
1964,Inspection / Maintenance,113.6898015,2.434347826
1965,Breakdown,113.5623261,2.434347826
1966,Breakdown,113.4492453,7.303043478
1967,Breakdown,113.2651984,48.68695652
1968,Breakdown,112.9050522,7.303043478
1969,Breakdown,112.6764718,4.868695652
1970,Breakdown,112.6616174,2.434347826
1971,Breakdown,112.2473118,7.303043478
1972,Breakdown,112.1642299,270.2126087
1973,Breakdown,111.9450983,2.434347826
1974,Breakdown,111.8189779,17.04043478
1975,Accessories,111.3957565,2.434347826
1976,Inspection / Maintenance,111.0320623,4.868695652
1977,Breakdown,110.7264622,2.434347826
1978,Inspection / Maintenance,110.6569191,2.434347826
1979,Breakdown,110.2055748,2.434347826
1980,Breakdown,109.2819576,4.868695652
1981,Breakdown,109.1805,9.737391304
1982,Installation / Commissioning,109.1637911,2.434347826
1983,Breakdown,109.072404,7.303043478
1984,Breakdown,108.6595066,2.434347826
1985,Inspection / Maintenance,108.3651915,2.434347826
1986,Breakdown,108.1580739,12.17173913
1987,Inspection / Maintenance,108.0727418,55.99
1988,Accessories,108.0363565,2.434347826
1989,Breakdown,107.598667,7.303043478
1990,Breakdown,107.0777313,460.0917391
1991,Breakdown,106.9547383,2.434347826
1992,Installation / Commissioning,106.6541669,2.434347826
1993,Accessories,106.4540304,2.434347826
1994,Breakdown,106.2349391,2.434347826
1995,Breakdown,106.1906345,4.868695652
1996,Breakdown,105.9428174,7.303043478
1997,Inspection / Maintenance,105.8957758,2.434347826
1998,Inspection / Maintenance,105.0468575,2.434347826
1999,Retrofit,104.9447348,2.434347826
2000,Breakdown,104.849245,2.434347826
2001,Installation / Commissioning,104.8473609,4.868695652
2002,Inspection / Maintenance,104.5712669,2.434347826
2003,Inspection / Maintenance,104.4047712,2.434347826
2004,Breakdown,104.3706459,9.737391304
2005,Breakdown,104.3361478,2.434347826
2006,Breakdown,103.9671056,9.737391304
2007,Inspection / Maintenance,103.9261492,2.434347826
2008,Accessories,103.7519043,2.434347826
2009,Retrofit,103.4841261,2.434347826
2010,Installation / Commissioning,103.2318963,2.434347826
2011,Inspection / Maintenance,103.220352,2.434347826
2012,Breakdown,103.1433174,4.868695652
2013,Inspection / Maintenance,103.0248645,19.47478261
2014,Breakdown,103.0156622,2.434347826
2015,Breakdown,101.9287392,4.868695652
2016,Breakdown,101.4805397,211.7882609
2017,Breakdown,101.2757878,4.868695652
2018,Breakdown,101.1524614,2.434347826
2019,Breakdown,101.1315725,7.303043478
2020,Breakdown,100.9561029,9.737391304
2021,Breakdown,100.7412844,2.434347826
2022,Breakdown,100.5774746,4.868695652
2023,Breakdown,100.0804945,2.434347826
2024,Inspection / Maintenance,99.16980846,4.868695652
2025,Breakdown,99.03484619,2.434347826
2026,Breakdown,98.94223104,2.434347826
2027,Retrofit,98.8832087,2.434347826
2028,Breakdown,98.70793923,2.434347826
2029,Installation / Commissioning,98.52051137,7.303043478
2030,Breakdown,98.50880989,14.60608696
2031,Inspection / Maintenance,98.10421739,2.434347826
2032,Breakdown,98.02075244,29.21217391
2033,Breakdown,97.88745208,2.434347826
2034,Breakdown,97.72670939,12.17173913
2035,Breakdown,97.71660191,2.434347826
2036,Breakdown,97.66613082,4.868695652
2037,Breakdown,97.37391304,2.434347826
2038,Breakdown,97.31528129,21.90913043
2039,Breakdown,97.00161886,2.434347826
2040,Breakdown,96.54192764,26.77782609
2041,Breakdown,96.45829696,2.434347826
2042,Breakdown,96.27845652,63.29304348
2043,Breakdown,96.18108261,4.868695652
2044,Breakdown,96.14100114,2.434347826
2045,Inspection / Maintenance,95.38002935,2.434347826
2046,Inspection / Maintenance,95.21188636,19.47478261
2047,Accessories,95.06128261,2.434347826
2048,Breakdown,94.64390783,70.59608696
2049,Breakdown,94.60959984,4.868695652
2050,Accessories,94.52572609,4.868695652
2051,Inspection / Maintenance,94.52572609,2.434347826
2052,Breakdown,94.08754348,2.434347826
2053,Breakdown,93.96252811,4.868695652
2054,Inspection / Maintenance,93.88346068,9.737391304
2055,Breakdown,93.63834296,12.17173913
2056,Breakdown,93.50642268,9.737391304
2057,Breakdown,92.98568226,7.303043478
2058,Breakdown,92.742559,36.51521739
2059,Inspection / Maintenance,92.48087391,2.434347826
2060,Inspection / Maintenance,92.36904158,2.434347826
2061,Breakdown,92.31204176,2.434347826
2062,Inspection / Maintenance,92.26158762,2.434347826
2063,Breakdown,92.17689327,2.434347826
2064,Inspection / Maintenance,91.92899918,7.303043478
2065,Breakdown,91.88533864,2.434347826
2066,Retrofit,91.72622609,2.434347826
2067,Breakdown,91.53147826,2.434347826
2068,Breakdown,91.2637,2.434347826
2069,Breakdown,90.72243179,7.303043478
2070,Breakdown,90.67945652,2.434347826
2071,Breakdown,90.59200696,2.434347826
2072,Breakdown,90.48064239,2.434347826
2073,Inspection / Maintenance,89.93864066,21.90913043
2074,Breakdown,89.41594331,2.434347826
2075,Breakdown,89.31715779,2.434347826
2076,Breakdown,89.19450435,80.33347826
2077,Inspection / Maintenance,89.070326,2.434347826
2078,Breakdown,88.81681981,2.434347826
2079,Breakdown,88.732407,7.303043478
2080,Breakdown,88.6832913,2.434347826
2081,Breakdown,88.6365307,34.08086957
2082,Breakdown,88.06413356,104.6769565
2083,Breakdown,87.60388198,17.04043478
2084,Breakdown,87.47333871,2.434347826
2085,Breakdown,86.76015652,4.868695652
2086,Retrofit,86.61301724,2.434347826
2087,Breakdown,86.56837103,19.47478261
2088,Breakdown,86.54106522,2.434347826
2089,Inspection / Maintenance,86.26699044,7.303043478
2090,Installation / Commissioning,86.17591304,4.868695652
2091,Breakdown,85.93247826,4.868695652
2092,Inspection / Maintenance,85.80080977,316.4652174
2093,Accessories,85.73773043,2.434347826
2094,Breakdown,85.62420908,7.303043478
2095,Inspection / Maintenance,85.39692174,2.434347826
2096,Breakdown,85.31675979,2.434347826
2097,Breakdown,85.05611304,2.434347826
2098,Installation / Commissioning,85.03828795,7.303043478
2099,Breakdown,84.78833478,2.434347826
2100,Inspection / Maintenance,84.20210792,4.868695652
2101,Breakdown,84.14572901,9.737391304
2102,Breakdown,84.09481353,2.434347826
2103,Breakdown,83.9818808,2.434347826
2104,Installation / Commissioning,83.69287826,34.08086957
2105,Breakdown,83.52247391,2.434347826
2106,Inspection / Maintenance,83.52247391,2.434347826
2107,Inspection / Maintenance,83.28646647,2.434347826
2108,Breakdown,83.25469565,2.434347826
2109,Breakdown,82.98321575,7.303043478
2110,Breakdown,82.78744846,2.434347826
2111,Retrofit,82.76782609,2.434347826
2112,Inspection / Maintenance,82.67882677,12.17173913
2113,Breakdown,82.62176522,94.93956522
2114,Breakdown,81.40189412,26.77782609
2115,Installation / Commissioning,81.13681304,2.434347826
2116,Installation / Commissioning,80.94752699,2.434347826
2117,Breakdown,80.94206522,2.434347826
2118,Accessories,80.60125652,2.434347826
2119,Breakdown,80.52822609,2.434347826
2120,Breakdown,80.4786567,31.64652174
2121,Breakdown,80.42928185,579.3747826
2122,Breakdown,80.38216522,2.434347826
2123,Breakdown,80.23595914,2.434347826
2124,Retrofit,79.87778707,7.303043478
2125,Breakdown,79.75747013,4.868695652
2126,Installation / Commissioning,79.62821094,4.868695652
2127,Inspection / Maintenance,79.60928668,2.434347826
2128,Breakdown,78.62943478,2.434347826
2129,Breakdown,78.47880384,9.737391304
2130,Breakdown,78.26384503,24.34347826
2131,Breakdown,78.19125217,2.434347826
2132,Breakdown,78.07959541,14.60608696
2133,Retrofit,77.89913043,2.434347826
2134,Inspection / Maintenance,77.88723597,12.17173913
2135,Transport damages,77.87478696,2.434347826
2136,Installation / Commissioning,77.72872609,2.434347826
2137,Breakdown,77.54296833,4.868695652
2138,Breakdown,77.41530806,2.434347826
2139,Breakdown,77.16882609,34.08086957
2140,Installation / Commissioning,76.91266178,2.434347826
2141,Breakdown,76.54460495,75.46478261
2142,Breakdown,76.54225612,60.85869565
2143,Breakdown,76.49256876,65.7273913
2144,Accessories,76.1464,4.868695652
2145,Installation / Commissioning,76.08280064,2.434347826
2146,Breakdown,76.07336957,80.33347826
2147,Retrofit,75.97915646,9.737391304
2148,Breakdown,75.82993478,2.434347826
2149,Retrofit,75.72617049,506.3443478
2150,Inspection / Maintenance,75.70586501,4.868695652
2151,Breakdown,75.68832565,2.434347826
2152,Breakdown,75.68387391,4.868695652
2153,Retrofit,75.5865,4.868695652
2154,Inspection / Maintenance,74.97791304,4.868695652
2155,Breakdown,74.77626523,12.17173913
2156,Breakdown,74.65065317,19.47478261
2157,Breakdown,74.52522386,9.737391304
2158,Breakdown,74.50738891,12.17173913
2159,Installation / Commissioning,74.50593521,2.434347826
2160,Retrofit,74.34498261,2.434347826
2161,Retrofit,74.34498261,2.434347826
2162,Inspection / Maintenance,74.08980395,2.434347826
2163,Breakdown,73.76236486,2.434347826
2164,Breakdown,73.57125977,114.4143478
2165,Breakdown,73.14800468,9.737391304
2166,Breakdown,73.0060913,2.434347826
2167,Breakdown,72.4461913,9.737391304
2168,Breakdown,71.85807639,4.868695652
2169,Retrofit,71.69943804,474.6978261
2170,Breakdown,71.5464377,2.434347826
2171,Accessories,71.54548261,2.434347826
2172,Breakdown,71.39942174,7.303043478
2173,Inspection / Maintenance,71.3263913,2.434347826
2174,Breakdown,71.22901739,4.868695652
2175,Breakdown,70.96658116,2.434347826
2176,Inspection / Maintenance,70.83952174,2.434347826
2177,Breakdown,70.81012555,2.434347826
2178,Breakdown,70.70438956,87.63652174
2179,Accessories,70.60751802,2.434347826
2180,Accessories,70.2065913,4.868695652
2181,Breakdown,69.96315652,2.434347826
2182,Breakdown,69.91446957,7.303043478
2183,Inspection / Maintenance,69.53194808,7.303043478
2184,Breakdown,69.50666134,4.868695652
2185,Breakdown,69.40325652,2.434347826
2186,Breakdown,69.40156903,7.303043478
2187,Retrofit,69.37891304,2.434347826
2188,Breakdown,68.87894284,26.77782609
2189,Retrofit,68.79466957,2.434347826
2190,Inspection / Maintenance,68.05659485,2.434347826
2191,Breakdown,67.50446522,7.303043478
2192,Breakdown,67.33769194,4.868695652
2193,Breakdown,67.22191292,12.17173913
2194,Breakdown,66.89587826,7.303043478
2195,Breakdown,66.80430637,17.04043478
2196,Breakdown,66.4205747,7.303043478
2197,Breakdown,66.26294783,29.21217391
2198,Installation / Commissioning,66.11688696,2.434347826
2199,Breakdown,66.09254348,2.434347826
2200,Breakdown,66.04779683,4.868695652
2201,Breakdown,65.82849011,4.868695652
2202,Breakdown,65.75173478,2.434347826
2203,Breakdown,65.63001739,2.434347826
2204,Inspection / Maintenance,65.5972527,2.434347826
2205,Breakdown,65.45961304,9.737391304
2206,Inspection / Maintenance,65.21308574,4.868695652
2207,Breakdown,65.10662764,7.303043478
2208,Accessories,65.07011739,7.303043478
2209,Breakdown,64.815574,2.434347826
2210,Breakdown,64.7419565,4.868695652
2211,Breakdown,64.68561875,4.868695652
2212,Installation / Commissioning,64.63193478,9.737391304
2213,Inspection / Maintenance,64.41053326,24.34347826
2214,Breakdown,64.2897248,2.434347826
2215,Breakdown,64.27975045,2.434347826
2216,Breakdown,64.26527061,41.38391304
2217,Accessories,63.97466087,2.434347826
2218,Inspection / Maintenance,63.77278863,4.868695652
2219,Installation / Commissioning,63.73122609,4.868695652
2220,Breakdown,63.53647826,14.60608696
2221,Breakdown,63.50582181,2.434347826
2222,Breakdown,63.21562869,4.868695652
2223,Breakdown,62.85522356,2.434347826
2224,Breakdown,62.78606583,2.434347826
2225,Breakdown,62.30024148,2.434347826
2226,Breakdown,62.29496087,4.868695652
2227,Inspection / Maintenance,62.03629861,12.17173913
2228,Breakdown,61.97849565,12.17173913
2229,Inspection / Maintenance,61.96814636,7.303043478
2230,Breakdown,61.92061146,12.17173913
2231,Inspection / Maintenance,61.89047358,43.81826087
2232,Breakdown,61.75225907,53.55565217
2233,Inspection / Maintenance,61.56275388,94.93956522
2234,Inspection / Maintenance,61.44293913,12.17173913
2235,Retrofit,61.39425217,7.303043478
2236,Breakdown,61.31802225,4.868695652
2237,Breakdown,61.05937715,43.81826087
2238,Breakdown,60.95606957,2.434347826
2239,Breakdown,60.85869565,2.434347826
2240,Breakdown,60.85869565,2.434347826
2241,Breakdown,60.76132174,2.434347826
2242,Breakdown,60.76132174,7.303043478
2243,Inspection / Maintenance,60.76132174,2.434347826
2244,Breakdown,60.74028756,4.868695652
2245,Retrofit,60.6882913,2.434347826
2246,Breakdown,60.67453257,9.737391304
2247,Breakdown,60.2501087,7.303043478
2248,Installation / Commissioning,60.23221716,2.434347826
2249,Inspection / Maintenance,59.96421852,2.434347826
2250,Breakdown,59.69530956,2.434347826
2251,Retrofit,59.54044199,214.2226087
2252,Breakdown,59.30071304,4.868695652
2253,Installation / Commissioning,59.25202609,2.434347826
2254,Inspection / Maintenance,59.25202609,2.434347826
2255,Breakdown,59.19923582,17.04043478
2256,Breakdown,59.18397791,12.17173913
2257,Installation / Commissioning,59.08162174,14.60608696
2258,Breakdown,59.06842923,7.303043478
2259,Breakdown,58.14425106,4.868695652
2260,Installation / Commissioning,58.09217644,2.434347826
2261,Breakdown,58.08353913,2.434347826
2262,Inspection / Maintenance,58.07476808,17.04043478
2263,Breakdown,58.05071144,318.8995652
2264,Breakdown,57.84010435,2.434347826
2265,Inspection / Maintenance,57.52941382,4.868695652
2266,Breakdown,57.49932014,38.94956522
2267,Breakdown,57.40192174,2.434347826
2268,Retrofit,57.19224661,4.868695652
2269,Breakdown,57.17272468,2.434347826
2270,Breakdown,57.13414348,2.434347826
2271,Breakdown,56.89775292,7.303043478
2272,Breakdown,56.44861119,7.303043478
2273,Inspection / Maintenance,56.30259792,17.04043478
2274,Breakdown,55.88196097,7.303043478
2275,Welding,55.74656522,2.434347826
2276,Inspection / Maintenance,55.4301,2.434347826
2277,Accessories,55.28403913,2.434347826
2278,Breakdown,54.99191739,9.737391304
2279,Retrofit,54.91888696,2.434347826
2280,Accessories,54.84585652,2.434347826
2281,Installation / Commissioning,54.72413913,2.434347826
2282,Breakdown,54.55373478,7.303043478
2283,Breakdown,54.44832314,7.303043478
2284,Inspection / Maintenance,54.42500985,2.434347826
2285,Retrofit,54.28595652,2.434347826
2286,Installation / Commissioning,54.16050944,2.434347826
2287,Inspection / Maintenance,53.65339345,7.303043478
2288,Breakdown,53.57999565,2.434347826
2289,Retrofit,53.55565217,4.868695652
2290,Breakdown,53.34586653,158.2326087
2291,Installation / Commissioning,53.19803781,2.434347826
2292,Breakdown,53.15640954,7.303043478
2293,Breakdown,53.10036518,2.434347826
2294,Breakdown,53.06878261,2.434347826
2295,Breakdown,53.02009565,4.868695652
2296,Breakdown,52.90206128,204.4852174
2297,Retrofit,52.64359097,2.434347826
2298,Breakdown,52.17825711,2.434347826
2299,Breakdown,52.16807391,4.868695652
2300,Breakdown,52.11938696,9.737391304
2301,Breakdown,52.10572087,7.303043478
2302,Accessories,51.92988437,21.90913043
2303,Accessories,51.74209532,4.868695652
2304,Breakdown,51.66712186,219.0913043
2305,Breakdown,51.59047754,38.94956522
2306,Breakdown,51.26979728,214.2226087
2307,Transport damages,51.12130435,4.868695652
2308,Breakdown,50.9253039,31.64652174
2309,Breakdown,50.78049565,2.434347826
2310,Breakdown,49.83745508,73.03043478
2311,Breakdown,49.83053862,75.46478261
2312,Inspection / Maintenance,49.74338621,2.434347826
2313,Breakdown,49.67014199,21.90913043
2314,Accessories,49.6120087,2.434347826
2315,Accessories,49.60238908,7.303043478
2316,Breakdown,49.23946996,4.868695652
2317,Inspection / Maintenance,49.22152959,31.64652174
2318,Breakdown,49.12513913,4.868695652
2319,Breakdown,49.10467734,2.434347826
2320,Breakdown,48.97366376,2.434347826
2321,Accessories,48.68695652,2.434347826
2322,Inspection / Maintenance,48.63826957,2.434347826
2323,Breakdown,48.32180435,4.868695652
2324,Inspection / Maintenance,47.81254151,2.434347826
2325,Breakdown,47.75825499,2.434347826
2326,Transport damages,47.71321739,7.303043478
2327,Breakdown,47.27562019,2.434347826
2328,Installation / Commissioning,47.0316,2.434347826
2329,Installation / Commissioning,47.02937126,2.434347826
2330,Breakdown,46.90506998,2.434347826
2331,Installation / Commissioning,46.64210435,2.434347826
2332,Breakdown,46.59341739,7.303043478
2333,Breakdown,46.26526095,231.2630435
2334,Breakdown,45.79643623,7.303043478
2335,Inspection / Maintenance,45.62352925,2.434347826
2336,Breakdown,45.54664783,2.434347826
2337,Inspection / Maintenance,45.49519168,4.868695652
2338,Inspection / Maintenance,45.43948805,9.737391304
2339,Inspection / Maintenance,45.25358183,2.434347826
2340,Breakdown,45.16686194,7.303043478
2341,Breakdown,45.04749084,26.77782609
2342,Installation / Commissioning,45.03543478,2.434347826
2343,Breakdown,45.0110913,2.434347826
2344,Breakdown,44.78032723,2.434347826
2345,Inspection / Maintenance,44.75638242,9.737391304
2346,Breakdown,44.74331304,2.434347826
2347,Retrofit,44.67028261,2.434347826
2348,Breakdown,44.5729087,4.868695652
2349,Breakdown,44.4511913,2.434347826
2350,Breakdown,44.40250435,19.47478261
2351,Installation / Commissioning,44.24495199,2.434347826
2352,Breakdown,44.20658701,9.737391304
2353,Transport damages,44.03735217,4.868695652
2354,Breakdown,43.96432174,2.434347826
2355,Breakdown,43.86502126,129.0204348
2356,Breakdown,43.81826087,21.90913043
2357,Breakdown,43.6722,80.33347826
2358,Breakdown,43.60538928,2.434347826
2359,Breakdown,43.59916957,7.303043478
2360,Breakdown,43.26500988,355.4147826
2361,Breakdown,43.1474774,2.434347826
2362,Breakdown,42.85067611,7.303043478
2363,Breakdown,42.79677568,63.29304348
2364,Breakdown,42.7571558,24.34347826
2365,Breakdown,42.6867695,2.434347826
2366,Breakdown,42.49220113,4.868695652
2367,Breakdown,42.4430454,21.90913043
2368,Installation / Commissioning,42.39894027,7.303043478
2369,Breakdown,42.35765217,2.434347826
2370,Inspection / Maintenance,42.24277126,2.434347826
2371,Breakdown,42.08987391,2.434347826
2372,Breakdown,41.9925,2.434347826
2373,Retrofit,41.79775217,7.303043478
2374,Breakdown,41.78677697,26.77782609
2375,Breakdown,41.71947774,2.434347826
2376,Accessories,41.68919562,2.434347826
2377,Breakdown,41.61872617,17.04043478
2378,Breakdown,41.52997391,2.434347826
2379,Breakdown,41.52997391,2.434347826
2380,Breakdown,41.43652178,12.17173913
2381,Installation / Commissioning,40.98697854,2.434347826
2382,Inspection / Maintenance,40.97378551,2.434347826
2383,Breakdown,40.95861203,2.434347826
2384,Inspection / Maintenance,40.82941445,2.434347826
2385,Inspection / Maintenance,40.77118076,12.17173913
2386,Installation / Commissioning,40.62580903,2.434347826
2387,Retrofit,40.5830249,2.434347826
2388,Breakdown,40.51486087,65.7273913
2389,Breakdown,40.4282727,21.90913043
2390,Inspection / Maintenance,40.39371482,2.434347826
2391,Breakdown,40.10040753,4.868695652
2392,Installation / Commissioning,40.04502174,2.434347826
2393,Accessories,40.02067826,4.868695652
2394,Inspection / Maintenance,40.00689842,4.868695652
2395,Breakdown,39.99521201,2.434347826
2396,Breakdown,39.98157426,9.737391304
2397,Inspection / Maintenance,39.89898533,2.434347826
2398,Inspection / Maintenance,39.89799563,2.434347826
2399,Breakdown,39.77724348,12.17173913
2400,Accessories,39.67986957,2.434347826
2401,Breakdown,39.66801378,4.868695652
2402,Breakdown,39.65552609,2.434347826
2403,Retrofit,39.65294782,2.434347826
2404,Breakdown,39.50156946,2.434347826
2405,Breakdown,39.30891748,214.2226087
2406,Retrofit,39.24168696,2.434347826
2407,Breakdown,39.19730639,2.434347826
2408,Inspection / Maintenance,39.15654019,2.434347826
2409,Breakdown,38.99315248,7.303043478
2410,Breakdown,38.8521913,2.434347826
2411,Retrofit,38.58441304,2.434347826
2412,Breakdown,38.51569155,2.434347826
2413,Breakdown,38.48654425,19.47478261
2414,Breakdown,38.43835217,2.434347826
2415,Breakdown,38.29459503,2.434347826
2416,Installation / Commissioning,38.04140031,2.434347826
2417,Breakdown,37.92713913,4.868695652
2418,Breakdown,37.91027969,4.868695652
2419,Inspection / Maintenance,37.90540313,4.868695652
2420,Transport damages,37.70804783,2.434347826
2421,Breakdown,37.63501739,2.434347826
2422,Breakdown,37.51366557,146.0608696
2423,Breakdown,37.48895652,12.17173913
2424,Retrofit,37.40959303,167.97
2425,Breakdown,37.34666677,2.434347826
2426,Breakdown,37.29841325,51.12130435
2427,Breakdown,37.22116178,2.434347826
2428,Installation / Commissioning,37.1005249,153.363913
2429,Breakdown,36.9534,7.303043478
2430,Breakdown,36.8118881,2.434347826
2431,Installation / Commissioning,36.75865217,2.434347826
2432,Installation / Commissioning,36.63693478,2.434347826
2433,Inspection / Maintenance,36.52442161,75.46478261
2434,Inspection / Maintenance,36.51521739,2.434347826
2435,Breakdown,36.51521739,7.303043478
2436,Breakdown,36.51521739,7.303043478
2437,Accessories,36.49087391,2.434347826
2438,Breakdown,36.11246805,7.303043478
2439,Breakdown,36.00856668,2.434347826
2440,Breakdown,36.00400435,4.868695652
2441,Breakdown,35.8336,2.434347826
2442,Breakdown,35.72221897,7.303043478
2443,Inspection / Maintenance,35.6491935,21.90913043
2444,Breakdown,35.6145087,2.434347826
2445,Breakdown,35.49548467,9.737391304
2446,Breakdown,35.49538464,2.434347826
2447,Breakdown,35.44410435,2.434347826
2448,Breakdown,35.37736656,4.868695652
2449,Inspection / Maintenance,35.358561,2.434347826
2450,Breakdown,35.33491603,2.434347826
2451,Breakdown,35.26769249,2.434347826
2452,Accessories,35.24935652,2.434347826
2453,Breakdown,35.22501304,7.303043478
2454,Retrofit,35.07748796,46.2526087
2455,Inspection / Maintenance,35.07420965,2.434347826
2456,Inspection / Maintenance,35.03150878,2.434347826
2457,Installation / Commissioning,34.83551739,2.434347826
2458,Breakdown,34.44602174,9.737391304
2459,Breakdown,34.27561739,53.55565217
2460,Installation / Commissioning,34.27561739,12.17173913
2461,Inspection / Maintenance,34.11422756,2.434347826
2462,Breakdown,34.11331757,7.303043478
2463,Inspection / Maintenance,34.08086957,2.434347826
2464,Installation / Commissioning,34.08086957,2.434347826
2465,Breakdown,34.06738824,9.737391304
2466,Breakdown,33.89921505,4.868695652
2467,Breakdown,33.74006087,4.868695652
2468,Installation / Commissioning,33.64268696,2.434347826
2469,Inspection / Maintenance,33.63303915,7.303043478
2470,Breakdown,33.29097801,24.34347826
2471,Breakdown,33.22981818,7.303043478
2472,Breakdown,33.14441413,9.737391304
2473,Breakdown,33.08728972,4.868695652
2474,Breakdown,33.08278696,29.21217391
2475,Inspection / Maintenance,33.03483006,29.21217391
2476,Installation / Commissioning,32.95114108,2.434347826
2477,Retrofit,32.85522458,2.434347826
2478,Breakdown,32.65173823,4.868695652
2479,Breakdown,32.64902556,12.17173913
2480,Inspection / Maintenance,32.64460435,2.434347826
2481,Inspection / Maintenance,32.45645842,2.434347826
2482,Breakdown,32.44372545,4.868695652
2483,Inspection / Maintenance,32.4345805,2.434347826
2484,Accessories,32.42551304,2.434347826
2485,Accessories,32.35248261,2.434347826
2486,Breakdown,31.88995652,4.868695652
2487,Breakdown,31.86360794,236.1317391
2488,Breakdown,31.82665489,73.03043478
2489,Breakdown,31.67455742,12.17173913
2490,Breakdown,31.64652174,155.7982609
2491,Breakdown,31.62217826,2.434347826
2492,Breakdown,31.49813069,43.81826087
2493,Retrofit,31.46628248,2.434347826
2494,Inspection / Maintenance,31.46473703,2.434347826
2495,Inspection / Maintenance,31.39797108,2.434347826
2496,Breakdown,31.3544,2.434347826
2497,Inspection / Maintenance,31.3544,4.868695652
2498,Breakdown,31.30571304,2.434347826
2499,Inspection / Maintenance,31.28467887,2.434347826
2500,Breakdown,31.28131652,2.434347826
2501,Retrofit,31.23458632,75.46478261
2502,Accessories,31.20866623,2.434347826
2503,Installation / Commissioning,31.20833913,2.434347826
2504,Retrofit,31.18399565,7.303043478
2505,Breakdown,31.13955069,7.303043478
2506,Accessories,31.05494695,304.2934783
2507,Breakdown,30.96490435,9.737391304
2508,Inspection / Maintenance,30.78094991,2.434347826
2509,Inspection / Maintenance,30.72146957,9.737391304
2510,Inspection / Maintenance,30.66945705,2.434347826
2511,Breakdown,30.59975217,21.90913043
2512,Inspection / Maintenance,30.52082224,2.434347826
2513,Installation / Commissioning,30.42476833,26.77782609
2514,Breakdown,30.35631739,26.77782609
2515,Breakdown,30.2346,2.434347826
2516,Accessories,30.2139886,2.434347826
2517,Inspection / Maintenance,30.18378688,2.434347826
2518,Breakdown,29.82376485,4.868695652
2519,Installation / Commissioning,29.73544238,4.868695652
2520,Breakdown,29.57732609,9.737391304
2521,Retrofit,29.50429565,2.434347826
2522,Breakdown,29.4556087,4.868695652
2523,Retrofit,29.21217391,2.434347826
2524,Breakdown,29.0596027,2.434347826
2525,Installation / Commissioning,29.04176957,4.868695652
2526,Retrofit,28.74964783,4.868695652
2527,Breakdown,28.70096087,14.60608696
2528,Breakdown,28.60358696,73.03043478
2529,Transport damages,28.60358696,2.434347826
2530,Breakdown,28.57924348,7.303043478
2531,Breakdown,28.52464381,14.60608696
2532,Breakdown,28.49670894,2.434347826
2533,Inspection / Maintenance,28.49670894,2.434347826
2534,Inspection / Maintenance,28.41384444,2.434347826
2535,Installation / Commissioning,28.38449565,2.434347826
2536,Inspection / Maintenance,28.35506928,2.434347826
2537,Inspection / Maintenance,28.19391713,2.434347826
2538,Retrofit,28.09237391,2.434347826
2539,Breakdown,28.04368696,2.434347826
2540,Installation / Commissioning,28.02397293,2.434347826
2541,Breakdown,27.97065652,4.868695652
2542,Inspection / Maintenance,27.92646352,34.08086957
2543,Retrofit,27.8979956,2.434347826
2544,Inspection / Maintenance,27.71182437,51.12130435
2545,Inspection / Maintenance,27.67853478,2.434347826
2546,Breakdown,27.53033536,2.434347826
2547,Inspection / Maintenance,27.50041988,4.868695652
2548,Inspection / Maintenance,27.45919573,2.434347826
2549,Breakdown,27.36540194,7.303043478
2550,Inspection / Maintenance,27.35371703,2.434347826
2551,Breakdown,27.33029543,24.34347826
2552,Breakdown,27.27258881,7.303043478
2553,Inspection / Maintenance,27.14297826,7.303043478
2554,Inspection / Maintenance,27.09937301,2.434347826
2555,Inspection / Maintenance,27.06766244,4.868695652
2556,Inspection / Maintenance,27.00087491,2.434347826
2557,Inspection / Maintenance,26.89954348,2.434347826
2558,Breakdown,26.83012007,2.434347826
2559,Breakdown,26.46136087,2.434347826
2560,Inspection / Maintenance,26.32329871,2.434347826
2561,Breakdown,26.22724153,94.93956522
2562,Breakdown,26.18273674,2.434347826
2563,Inspection / Maintenance,26.14489565,2.434347826
2564,Installation / Commissioning,26.11233408,2.434347826
2565,Retrofit,26.0962087,2.434347826
2566,Breakdown,25.95940543,2.434347826
2567,Breakdown,25.93564116,4.868695652
2568,Retrofit,25.7554,2.434347826
2569,Installation / Commissioning,25.73105652,2.434347826
2570,Breakdown,25.71983759,19.47478261
2571,Inspection / Maintenance,25.56851636,26.77782609
2572,Breakdown,25.24421724,2.434347826
2573,Breakdown,25.16523568,2.434347826
2574,Installation / Commissioning,25.14046848,2.434347826
2575,Breakdown,25.11971956,14.60608696
2576,Inspection / Maintenance,24.88370019,7.303043478
2577,Breakdown,24.85890949,92.50521739
2578,Breakdown,24.81472131,199.6165217
2579,Breakdown,24.68428696,2.434347826
2580,Breakdown,24.63585437,175.2730435
2581,Breakdown,24.58691304,4.868695652
2582,Inspection / Maintenance,24.47076834,2.434347826
