"","average_time_between_service","avg_serv_costs","days_to_first_serv","breakdown","machine_size_102","machine_size_62","machine_size_61","machine_size_201","machine_size_202","usage_class"
"1890",43,155.015,63,1,0,0,1,0,0,"3"
"1891",83,207.5,63,0,0,0,1,0,0,"3"
"1892",71,143.92,63,0,0,0,1,0,0,"3"
"1893",44,141.65,44,1,0,0,1,0,0,"3"
"1894",232,37.375,232,1,0,0,1,0,0,"1"
"1895",330,37.79769616,330,1,0,0,1,0,0,"1"
"1896",360,164.285,360,1,0,0,1,0,0,"1"
"1897",48,347.43,48,1,0,0,1,0,0,"6"
"1898",384,1963.8,384,0,0,0,1,0,0,"2"
"1899",127,255.35,6,0,0,0,1,0,0,"3"
"1900",79,338.625,168,0,0,0,1,0,0,"6"
"1901",103,423.0675,384,0,0,0,1,0,0,"1"
"1902",332,171.205,2,0,0,0,1,0,0,"3"
"1903",80,448.347272727273,384,0,0,0,1,0,0,"1"
"1904",80,448.347272727273,384,0,0,0,1,0,0,"1"
"1905",67,185.5,67,1,0,0,1,0,0,"3"
"1906",427,377.24,427,1,0,0,1,0,0,"1"
"1907",35,167.745,35,1,0,0,1,0,0,"3"
"1908",0,80.50005705,0,1,0,0,1,0,0,"3"
"1909",330,30.7370535,337,0,0,0,1,0,0,"1"
"1910",185,455.244618415714,34,0,0,0,1,0,0,"6"
"1911",359,551.3485077125,366,1,0,0,1,0,0,"1"
"1912",142,183.426,39,0,0,0,1,0,0,"3"
"1913",184,432.223785992857,24,0,0,0,1,0,0,"6"
"1914",50,55.86173479,50,1,0,0,1,0,0,"3"
"1915",481,83.25317916,481,1,0,0,1,0,0,"1"
"1916",0,300,0,1,0,0,1,0,0,"6"
"1917",0,300,0,0,0,0,1,0,0,"6"
"1918",274,525.183386146,29,0,0,0,1,0,0,"5"
"1919",515,72.177617715,515,1,0,0,1,0,0,"4"
"1920",271,536.625446264,208,1,0,0,1,0,0,"5"
"1921",271,536.625446264,208,0,0,0,1,0,0,"5"
"1922",133,124.555,133,1,0,0,1,0,0,"3"
"1923",771,48.44281204,771,1,0,0,1,0,0,"4"
"1924",771,48.44281204,771,0,0,0,1,0,0,"4"
"1925",472,47.48867079,472,1,0,0,1,0,0,"1"
"1926",224,208.715,224,1,0,0,1,0,0,"1"
"1927",471,92.98,471,0,0,0,1,0,0,"1"
"1928",231,88.09864292,231,1,0,0,1,0,0,"1"
"1929",901,167.53,901,1,0,0,1,0,0,"4"
"1930",866,47.467014215,866,1,0,0,1,0,0,"4"
"1931",866,47.467014215,866,0,0,0,1,0,0,"4"
"1932",217,224.025,217,1,0,0,1,0,0,"1"
"1933",231,56.581816715,231,1,0,0,1,0,0,"1"
"1934",175,427.855,175,0,0,0,1,0,0,"6"
"1935",140,30.931816975,140,1,0,0,1,0,0,"3"
"1936",866,47.467014215,866,1,0,0,1,0,0,"4"
"1937",866,47.467014215,866,0,0,0,1,0,0,"4"
"1938",440,47.5830126,440,1,0,0,1,0,0,"1"
"1939",176,87.0733333333333,0,1,0,0,1,0,0,"3"
"1940",176,87.0733333333333,0,0,0,0,1,0,0,"3"
"1941",95,160.38,0,1,0,0,1,0,0,"3"
"1942",95,160.38,0,0,0,0,1,0,0,"3"
"1943",95,181.244,0,0,0,0,1,0,0,"3"
"1944",139,192,139,1,0,0,1,0,0,"3"
"1945",224,1178.49504955,224,0,0,0,1,0,0,"2"
"1946",120,163.2773747775,79,0,0,0,1,0,0,"3"
"1947",511,769.043402233333,278,1,0,0,1,0,0,"2"
"1948",276,932.893492625,102,0,0,0,1,0,0,"2"
"1949",264,688.84262496,345,1,0,0,1,0,0,"2"
"1950",718,95.45975495,718,1,0,0,1,0,0,"4"
"1951",367,518.746666666667,0,1,0,0,1,0,0,"5"
"1952",367,518.746666666667,0,0,0,0,1,0,0,"5"
"1953",119,249.33,119,1,0,0,1,0,0,"3"
"1954",350,59.857222515,350,1,0,0,1,0,0,"1"
"1955",48,119.113333333333,0,0,0,0,1,0,0,"3"
"1956",486,245.11213115,486,1,0,0,1,0,0,"1"
"1957",562,158.68676725,562,1,0,0,1,0,0,"4"
"1958",242,85.92,242,1,0,0,1,0,0,"1"
"1959",452,45.44620456,629,1,0,0,1,0,0,"4"
"1960",452,45.44620456,629,0,0,0,1,0,0,"4"
"1961",452,45.44620456,629,0,0,0,1,0,0,"4"
"1962",0,146.435978475,0,1,0,0,1,0,0,"3"
"1963",24,228.4925,50,0,0,0,1,0,0,"3"
"1964",24,228.4925,50,1,0,0,1,0,0,"3"
"1965",24,228.4925,50,0,0,0,1,0,0,"3"
"1966",33,29.466060175,33,1,0,0,1,0,0,"3"
"1967",662,141.295,662,1,0,0,1,0,0,"4"
"1968",462,141.15,462,1,0,0,1,0,0,"1"
"1969",456,638.849020026667,191,1,0,0,1,0,0,"5"
"1970",456,638.849020026667,191,0,0,0,1,0,0,"5"
"1971",0,44.6880568,0,1,0,0,1,0,0,"3"
"1972",255,154.78,255,1,0,0,1,0,0,"1"
"1973",308,48.953090345,747,1,0,0,1,0,0,"4"
"1974",308,48.953090345,747,0,0,0,1,0,0,"4"
"1975",308,48.953090345,747,0,0,0,1,0,0,"4"
"1976",469,54.3904743666667,706,0,0,0,1,0,0,"4"
"1977",346,302.635,346,1,0,0,1,0,0,"1"
"1978",314,66.74247531,684,1,0,0,1,0,0,"4"
"1979",314,66.74247531,684,0,0,0,1,0,0,"4"
"1980",84,134.0925,142,1,0,0,1,0,0,"3"
"1981",780,63.586612975,780,1,0,0,1,0,0,"4"
"1982",155,534.705544191429,61,0,0,0,1,0,0,"5"
"1983",776,42.244120195,776,0,0,0,1,0,0,"4"
"1984",56,157.35760501,56,1,0,0,1,0,0,"3"
"1985",312,96.02937749,312,0,0,0,1,0,0,"1"
"1986",138,246.675649525,138,1,0,0,1,0,0,"3"
"1987",504,94.70278653,504,1,0,0,1,0,0,"1"
"1988",211,90.263829155,211,1,0,0,1,0,0,"3"
"1989",58,148.827459583333,85,1,0,0,1,0,0,"3"
"1990",58,148.827459583333,85,0,0,0,1,0,0,"3"
"1991",302,117.855148375,302,1,0,0,1,0,0,"1"
"1992",161,99.061071915,161,1,0,0,1,0,0,"3"
"1993",65,141.1077744,65,1,0,0,1,0,0,"3"
"1994",497,117.795041585,497,1,0,0,1,0,0,"1"
"1995",497,117.795041585,497,1,0,0,1,0,0,"1"
"1996",0,267.6060238,0,1,0,0,1,0,0,"3"
"1997",51,97.2672147725,69,0,0,0,1,0,0,"3"
"1998",350,46.910896145,350,1,0,0,1,0,0,"1"
"1999",145,213.041666666667,0,0,0,0,1,0,0,"3"
"2000",145,213.041666666667,0,0,0,0,1,0,0,"3"
"2001",510,180.725,510,1,0,0,1,0,0,"1"
"2002",369,185.175,369,1,0,0,1,0,0,"1"
"2003",470,71.475,470,1,0,0,1,0,0,"1"
"2004",137,180.96526425,137,1,0,0,1,0,0,"3"
"2005",9,412.57554215,9,1,0,0,1,0,0,"6"
"2006",425,40.8912378166667,671,1,0,0,1,0,0,"4"
"2007",425,40.8912378166667,671,0,0,0,1,0,0,"4"
"2008",1,187.85,1,1,0,0,1,0,0,"3"
"2009",8,228.255,8,1,0,0,1,0,0,"3"
"2010",79,264.595,79,1,0,0,1,0,0,"3"
"2011",374,216.826666666667,722,1,0,0,1,0,0,"4"
"2012",246,106.742507763333,135,0,0,0,1,0,0,"3"
"2013",139,78.548336185,139,1,0,0,1,0,0,"3"
"2014",17,339.213333333333,6,1,0,0,1,0,0,"6"
"2015",17,129,6,1,0,0,1,0,0,"3"
"2016",844,53.148222135,844,1,0,0,1,0,0,"4"
"2017",844,53.148222135,844,0,0,0,1,0,0,"4"
"2018",56,123.96,36,1,0,0,1,0,0,"3"
"2019",76,359.546666666667,6,1,0,0,1,0,0,"6"
"2020",218,72.119225365,218,1,0,0,1,0,0,"3"
"2021",140,108.025,140,1,0,0,1,0,0,"3"
"2022",23,23.09726975,23,0,0,0,1,0,0,"3"
"2023",121,474.03181726375,113,0,0,0,1,0,0,"6"
"2024",15,146.166666666667,31,0,0,0,1,0,0,"3"
"2025",15,146.166666666667,31,1,0,0,1,0,0,"3"
"2026",10,121.4025,31,0,0,0,1,0,0,"3"
"2027",255,280.666666666667,151,0,0,0,1,0,0,"6"
"2028",255,280.666666666667,151,1,0,0,1,0,0,"6"
"2029",255,280.666666666667,151,0,0,0,1,0,0,"6"
"2030",75,157,6,0,0,0,1,0,0,"3"
"2031",6,55.785502,6,1,0,0,1,0,0,"3"
"2032",6,131,6,1,0,0,1,0,0,"3"
"2033",6,131,6,1,0,0,1,0,0,"3"
"2034",187,460.655874246,34,1,0,0,1,0,0,"6"
"2035",187,460.655874246,34,0,0,0,1,0,0,"6"
"2036",145,326.238333333333,0,0,0,0,1,0,0,"6"
"2037",313,252.995,313,1,0,0,1,0,0,"1"
"2038",171,304.25,171,1,0,0,1,0,0,"6"
"2039",90,28.71057665,90,1,0,0,1,0,0,"3"
"2040",77,178.705,77,1,0,0,1,0,0,"3"
"2041",5,241.495,5,0,0,0,1,0,0,"3"
"2042",125,620,125,1,0,0,1,0,0,"5"
"2043",699,52.976889045,699,0,0,0,1,0,0,"4"
"2044",699,52.976889045,699,0,0,0,1,0,0,"4"
"2045",0,216,0,1,0,0,1,0,0,"3"
"2046",676,36.100278525,676,1,0,0,1,0,0,"4"
"2047",676,36.100278525,676,0,0,0,1,0,0,"4"
"2048",0,48.131513045,0,1,0,0,1,0,0,"3"
"2049",34,214.06,34,1,0,0,1,0,0,"3"
"2050",355,44.7462800066667,518,0,0,0,1,0,0,"1"
"2051",0,175,0,1,0,0,1,0,0,"3"
"2052",290,99.2576529,290,0,0,0,1,0,0,"1"
"2053",556,40.223618835,556,0,0,0,1,0,0,"4"
"2054",196,38.4137413275,71,0,0,0,1,0,0,"3"
"2055",89,57.2176151,89,1,0,0,1,0,0,"3"
"2056",608,38.375008475,608,0,0,0,1,0,0,"4"
"2057",608,38.375008475,608,0,0,0,1,0,0,"4"
"2058",596,120.08977355,596,0,0,0,1,0,0,"4"
"2059",620,100.866613125,620,0,0,0,1,0,0,"4"
"2060",162,159.125,0,1,0,0,1,0,0,"3"
"2061",162,159.125,0,0,0,0,1,0,0,"3"
"2062",402,63.75,402,1,0,0,1,0,0,"1"
"2063",23,90.24,23,1,0,0,1,0,0,"3"
"2064",296,163.613333333333,35,0,0,0,1,0,0,"3"
"2065",280,148.835,280,0,0,0,1,0,0,"1"
"2066",277,236.476666666667,0,0,0,0,1,0,0,"6"
"2067",277,236.476666666667,0,0,0,0,1,0,0,"6"
"2068",294,98.8966666666667,587,1,0,0,1,0,0,"1"
"2069",25,132.476666666667,36,1,0,0,1,0,0,"3"
"2070",270,264.306666666667,0,0,0,0,1,0,0,"6"
"2071",58,156.995,58,1,0,0,1,0,0,"3"
"2072",5,221.096,0,0,0,0,1,0,0,"3"
"2073",5,221.096,0,1,0,0,1,0,0,"3"
"2074",215,59.0117309433333,0,0,0,0,1,0,0,"3"
"2075",215,59.0117309433333,0,0,0,0,1,0,0,"3"
"2076",43,192.665,43,1,0,0,1,0,0,"3"
"2077",399,507.67799455,399,1,0,0,1,0,0,"1"
"2078",125,184.745739995,125,1,0,0,1,0,0,"3"
"2079",125,184.745739995,125,0,0,0,1,0,0,"3"
"2080",9,150.92696582,9,0,0,0,1,0,0,"3"
"2081",56,459.17017044,56,1,0,0,1,0,0,"6"
"2082",50,144.846762825,50,1,0,0,1,0,0,"3"
"2083",351,915.26284825,351,0,0,0,1,0,0,"2"
"2084",7,230.65411325,7,1,0,0,1,0,0,"3"
"2085",78,226.47572815,78,1,0,0,1,0,0,"3"
"2086",593,42.44912109,593,1,0,0,1,0,0,"4"
"2087",593,42.44912109,593,0,0,0,1,0,0,"4"
"2088",28,93.0686734225,25,0,0,0,1,0,0,"3"
"2089",82,217.4132391225,2,1,0,0,1,0,0,"3"
"2090",113,230.4928868,113,1,0,0,1,0,0,"3"
"2091",8,108.03893099,8,1,0,0,1,0,0,"3"
"2092",4,161.80391265,4,1,0,0,1,0,0,"3"
"2093",45,199.54973135,45,0,0,0,1,0,0,"3"
"2094",0,80.7938691,0,1,0,0,1,0,0,"3"
"2095",501,102.50899061,501,1,0,0,1,0,0,"1"
"2096",82,121.7646832,3,1,0,0,1,0,0,"3"
"2097",82,121.7646832,3,0,0,0,1,0,0,"3"
"2098",155,176.69283165,155,1,0,0,1,0,0,"3"
"2099",0,119.73362424,0,1,0,0,1,0,0,"3"
"2100",267,221.6029696,267,1,0,0,1,0,0,"1"
"2101",29,112.83881175,29,1,0,0,1,0,0,"3"
"2102",58,96.041073235,58,1,0,0,1,0,0,"3"
"2103",30,137.80078218,30,1,0,0,1,0,0,"3"
"2104",446,120.820891495,446,1,0,0,1,0,0,"1"
"2105",106,146.473243,106,1,0,0,1,0,0,"3"
"2106",204,95.706767065,204,1,0,0,1,0,0,"3"
"2107",203,149.8594861,203,0,0,0,1,0,0,"3"
"2108",46,141.45984785,46,1,0,0,1,0,0,"3"
"2109",15,213.34,15,1,0,0,1,0,0,"3"
"2110",183,450.60837186,183,1,0,0,1,0,0,"6"
"2111",183,495.4220566,183,1,0,0,1,0,0,"5"
"2112",71,279.23423115,71,1,0,0,1,0,0,"6"
"2113",364,342.00925595,364,1,0,0,1,0,0,"1"
"2114",197,325.99768225,197,1,0,0,1,0,0,"6"
"2115",219,373.7521412,219,1,0,0,1,0,0,"6"
"2116",118,564.685987675,266,0,0,0,1,0,0,"5"
"2117",121,194.775,175,1,0,0,1,0,0,"3"
"2118",121,194.775,175,0,0,0,1,0,0,"3"
"2119",182,230.373333333333,175,0,0,0,1,0,0,"3"
"2120",142,195.953333333333,258,1,0,0,1,0,0,"1"
"2121",180,451.006666666667,147,1,0,0,1,0,0,"6"
"2122",96,221.9453928,85,0,0,0,1,0,0,"3"
"2123",35,470.507072,35,1,0,0,1,0,0,"6"
"2124",79,418.0316746,79,1,0,0,1,0,0,"6"
"2125",240,360.85987755,240,1,0,0,1,0,0,"1"
"2126",11,423.72116843,11,1,0,0,1,0,0,"6"
"2127",45,305.009077676,34,0,0,0,1,0,0,"6"
"2128",0,201.86341235,0,1,0,0,1,0,0,"3"
"2129",4,360.255695995,4,1,0,0,1,0,0,"6"
"2130",216,322.86251255,216,1,0,0,1,0,0,"6"
"2131",30,203.91197262,30,1,0,0,1,0,0,"3"
"2132",135,509.9557377325,57,0,0,0,1,0,0,"5"
"2133",116,549.281313225,327,0,0,0,1,0,0,"5"
"2134",42,88.594185125,42,1,0,0,1,0,0,"3"
"2135",472,252.5857554,472,1,0,0,1,0,0,"1"
"2136",9,256.25,9,1,0,0,1,0,0,"3"
"2137",9,326.5,9,1,0,0,1,0,0,"6"
"2138",451,36.08739367,451,1,0,0,1,0,0,"1"
"2139",451,36.08739367,451,0,0,0,1,0,0,"1"
"2140",55,169.5532357,55,1,0,0,1,0,0,"3"
"2141",0,525.913269,0,1,0,0,1,0,0,"5"
"2142",126,138.354216,126,1,0,0,1,0,0,"3"
"2143",217,94.61806731,217,1,0,0,1,0,0,"3"
"2144",309,96.860921305,309,1,0,0,1,0,0,"1"
"2145",67,172.94,67,0,0,0,1,0,0,"3"
"2146",51,197.00122193,51,1,0,0,1,0,0,"3"
"2147",314,146.53050075,314,1,0,0,1,0,0,"1"
"2148",378,213.61566795,378,1,0,0,1,0,0,"1"
"2149",277,129.20277426,277,1,0,0,1,0,0,"1"
"2150",324,160.95482125,324,1,0,0,1,0,0,"1"
"2151",3,304.87699635,3,1,0,0,1,0,0,"6"
"2152",14,107.726016575,14,0,0,0,1,0,0,"3"
"2153",40,229.68710935,40,1,0,0,1,0,0,"3"
"2154",181,369.86,181,1,0,0,1,0,0,"6"
"2155",249,395.24,494,1,0,0,1,0,0,"1"
"2156",8,132.74011145,9,1,0,0,1,0,0,"3"
"2157",378,293.6061474,378,1,0,0,1,0,0,"1"
"2158",35,79.3094392333333,1,1,0,0,1,0,0,"3"
"2159",35,79.3094392333333,1,0,0,0,1,0,0,"3"
"2160",366,228.19,366,1,0,0,1,0,0,"1"
"2161",47,172.75209485,47,1,0,0,1,0,0,"3"
"2162",33,184.875160015,33,1,0,0,1,0,0,"3"
"2163",234,305.705887743333,299,1,0,0,1,0,0,"1"
"2164",234,305.705887743333,299,0,0,0,1,0,0,"1"
"2165",306,181.5309076,306,1,0,0,1,0,0,"1"
"2166",341,154.48203571,341,1,0,0,1,0,0,"1"
"2167",323,93.509232175,323,1,0,0,1,0,0,"1"
"2168",174,96.00495328,174,0,0,0,1,0,0,"3"
"2169",139,129.620357115,139,1,0,0,1,0,0,"3"
"2170",19,126.17007585,19,1,0,0,1,0,0,"3"
"2171",31,148.0644858,31,1,0,0,1,0,0,"3"
"2172",44,678.54567515,44,1,0,0,1,0,0,"5"
"2173",287,192.4216465,287,1,0,0,1,0,0,"1"
"2174",120,107.282926675,120,1,0,0,1,0,0,"3"
"2175",199,297.73293885,199,1,0,0,1,0,0,"6"
"2176",287,162.52353915,287,1,0,0,1,0,0,"1"
"2177",67,121.543235183333,131,1,0,0,1,0,0,"3"
"2178",131,156.8437741,131,1,0,0,1,0,0,"3"
"2179",144,130.87397985,144,1,0,0,1,0,0,"3"
"2180",32,105.629968355,32,1,0,0,1,0,0,"3"
"2181",42,136.06444085,42,1,0,0,1,0,0,"3"
"2182",155,121.4813238,155,1,0,0,1,0,0,"3"
"2183",45,161.817435555,45,0,0,0,1,0,0,"3"
"2184",169,518.42858405,169,1,0,0,1,0,0,"5"
"2185",1,191.93981824,1,1,0,0,1,0,0,"3"
"2186",12,225.3745911,12,1,0,0,1,0,0,"3"
"2187",174,89.920534925,174,1,0,0,1,0,0,"3"
"2188",64,93.25061886,64,1,0,0,1,0,0,"3"
"2189",7,128.533450675,7,1,0,0,1,0,0,"3"
"2190",14,341.6331871,3,1,0,0,1,0,0,"6"
"2191",42,202.31191455,42,1,0,0,1,0,0,"3"
"2192",14,220.17745515,14,1,0,0,1,0,0,"3"
"2193",159,250.329110233333,270,1,0,0,1,0,0,"1"
"2194",159,250.329110233333,270,0,0,0,1,0,0,"1"
"2195",319,324.3259984,319,0,0,0,1,0,0,"1"
"2196",78,512.7924009,78,1,0,0,1,0,0,"5"
"2197",216,155.2047096,216,1,0,0,1,0,0,"1"
"2198",224,434.1271541,224,1,0,0,1,0,0,"6"
"2199",213,391.41205505,213,1,0,0,1,0,0,"6"
"2200",213,391.41205505,213,0,0,0,1,0,0,"6"
"2201",203,240.8672706,203,1,0,0,1,0,0,"1"
"2202",14,116.205582465,14,1,0,0,1,0,0,"3"
"2203",306,437.0233408,306,1,0,0,1,0,0,"1"
"2204",35,159.85188819,35,0,0,0,1,0,0,"3"
"2205",21,177.73538634,21,0,0,0,1,0,0,"3"
"2206",115,162.845,0,1,0,0,1,0,0,"3"
"2207",115,162.845,0,0,0,0,1,0,0,"3"
"2208",115,162.845,0,0,0,0,1,0,0,"3"
"2209",172,193.523333333333,0,0,0,0,1,0,0,"3"
"2210",172,193.523333333333,0,0,0,0,1,0,0,"3"
"2211",124,165.6825,28,0,0,0,1,0,0,"3"
"2212",172,206.076666666667,0,0,0,0,1,0,0,"3"
"2213",172,206.076666666667,0,0,0,0,1,0,0,"3"
"2214",176,375.421787166667,10,0,0,0,1,0,0,"6"
"2215",176,375.421787166667,10,0,0,0,1,0,0,"6"
"2216",87,215.158,0,0,0,0,1,0,0,"3"
"2217",87,215.158,0,1,0,0,1,0,0,"3"
"2218",87,215.158,0,0,0,0,1,0,0,"3"
"2219",87,215.158,0,0,0,0,1,0,0,"3"
"2220",87,244.792,0,0,0,0,1,0,0,"3"
"2221",87,244.792,0,1,0,0,1,0,0,"3"
"2222",87,244.792,0,0,0,0,1,0,0,"3"
"2223",87,244.792,0,0,0,0,1,0,0,"3"
"2224",313,217.93,313,1,0,0,1,0,0,"1"
"2225",183,157.0142751,183,1,0,0,1,0,0,"3"
"2226",105,162.76215361,105,1,0,0,1,0,0,"3"
"2227",16,171.91417486,16,1,0,0,1,0,0,"3"
"2228",208,192.81962085,208,1,0,0,1,0,0,"1"
"2229",127,205.1562601025,21,1,0,0,1,0,0,"3"
"2230",127,205.1562601025,21,0,0,0,1,0,0,"3"
"2231",127,205.1562601025,21,0,0,0,1,0,0,"3"
"2232",190,243.13802011,21,0,0,0,1,0,0,"3"
"2233",190,243.13802011,21,0,0,0,1,0,0,"3"
"2234",68,296.09143405,68,1,0,0,1,0,0,"6"
"2235",39,203.815028,39,1,0,0,1,0,0,"3"
"2236",49,169.32,49,0,0,0,1,0,0,"3"
"2237",124,209.75,124,0,0,0,1,0,0,"3"
"2238",124,209.75,124,0,0,0,1,0,0,"3"
"2239",124,209.75,124,0,0,0,1,0,0,"3"
"2240",24,224.625,24,1,0,0,1,0,0,"3"
"2241",207,207.725,207,1,0,0,1,0,0,"1"
"2242",49,161.9801295,49,1,0,0,1,0,0,"3"
"2243",17,349.738192176667,6,1,0,0,1,0,0,"6"
"2244",6,211.70554595,6,1,0,0,1,0,0,"3"
"2245",62,203.98846685,62,1,0,0,1,0,0,"3"
"2246",59,305.508662,59,1,0,0,1,0,0,"6"
"2247",9,131.72888755,9,1,0,0,1,0,0,"3"
"2248",0,184.875,0,1,0,0,1,0,0,"3"
"2249",246,181.3779914,246,1,0,0,1,0,0,"1"
"2250",101,184.05110064,101,1,0,0,1,0,0,"3"
"2251",48,133.17318945,48,1,0,0,1,0,0,"3"
"2252",30,291.8884092,30,1,0,0,1,0,0,"6"
"2253",204,309.88,204,0,0,0,1,0,0,"6"
"2254",204,309.88,204,0,0,0,1,0,0,"6"
"2255",204,309.88,204,0,0,0,1,0,0,"6"
"2256",0,169.97146303,0,1,0,0,1,0,0,"3"
"2257",1,248.01305615,1,1,0,0,1,0,0,"3"
"2258",153,486.94996535,153,1,0,0,1,0,0,"5"
"2259",216,185.405,216,1,0,0,1,0,0,"1"
"2260",0,259.75,0,1,0,0,1,0,0,"3"
"2261",6,94.78536608,6,1,0,0,1,0,0,"3"
"2262",11,185.40436045,11,1,0,0,1,0,0,"3"
"2263",85,139.76374075,85,1,0,0,1,0,0,"3"
"2264",122,215.423333333333,245,0,0,0,1,0,0,"3"
"2265",122,215.423333333333,245,1,0,0,1,0,0,"3"
"2266",2,136.43684705,2,1,0,0,1,0,0,"3"
"2267",0,217.27740455,0,1,0,0,1,0,0,"3"
"2268",71,188.298300685,71,1,0,0,1,0,0,"3"
"2269",6,94.78536608,6,1,0,0,1,0,0,"3"
"2270",0,177.56135784,0,1,0,0,1,0,0,"3"
"2271",99,202.344767,99,1,0,0,1,0,0,"3"
"2272",108,97.88435678,108,1,0,0,1,0,0,"3"
"2273",127,175.0007468,127,1,0,0,1,0,0,"3"
"2274",179,238.95721855,179,1,0,0,1,0,0,"3"
"2275",10,67.5,10,0,0,0,1,0,0,"3"
"2276",63,66.113235285,63,0,0,0,1,0,0,"3"
"2277",8,181.45375165,8,1,0,0,1,0,0,"3"
"2278",60,592.5572027,60,1,0,0,1,0,0,"5"
"2279",50,181.77260716,50,0,0,0,1,0,0,"3"
"2280",22,174.2335771,22,1,0,0,1,0,0,"3"
"2281",4,384.955641135,4,1,0,0,1,0,0,"6"
"2282",29,97.5,29,0,0,0,1,0,0,"3"
"2283",30,265.96,30,0,0,0,1,0,0,"3"
"2284",8,122.483333333333,3,1,0,0,1,0,0,"3"
"2285",38,198.75,38,1,0,0,1,0,0,"3"
"2286",35,149.5,35,1,0,0,1,0,0,"3"
"2287",37,220.325,37,0,0,0,1,0,0,"3"
"2288",51,335.1108445,51,1,0,1,0,0,0,"6"
"2289",64,335.917682309,120,0,0,1,0,0,0,"6"
"2290",399,539.9665209,399,1,0,1,0,0,0,"1"
"2291",65,453.670879695,85,0,0,1,0,0,0,"6"
"2292",82,401.61418078,14,0,0,1,0,0,0,"6"
"2293",41,262.834527201852,110,0,0,1,0,0,0,"3"
"2294",71,245.241921747333,10,0,0,1,0,0,0,"3"
"2295",71,245.241921747333,10,0,0,1,0,0,0,"3"
"2296",126,838.990174302857,324,0,0,1,0,0,0,"2"
"2297",82,269.800006197692,29,0,0,1,0,0,0,"6"
"2298",113,443.187646163333,101,0,0,1,0,0,0,"6"
"2299",114,789.246696057143,31,0,0,1,0,0,0,"5"
"2300",325,911.822264933333,156,0,0,1,0,0,0,"2"
"2301",103,322.382380154444,195,0,0,1,0,0,0,"6"
"2302",204,383.891589842,43,0,0,1,0,0,0,"6"
"2303",98,300.651157232222,265,0,0,1,0,0,0,"6"
"2304",87,486.472225454545,73,0,0,1,0,0,0,"6"
"2305",194,392.035386882,0,0,0,1,0,0,0,"6"
"2306",98,335.485129477778,66,0,0,1,0,0,0,"6"
"2307",161,340.86818661,161,1,0,1,0,0,0,"6"
"2308",36,608.7324624,36,1,0,1,0,0,0,"5"
"2309",11,410.6351783,11,1,0,1,0,0,0,"6"
"2310",0,159.19881956,0,1,0,1,0,0,0,"3"
"2311",297,544.46440565,297,1,0,1,0,0,0,"5"
"2312",156,337.9477409075,120,0,0,1,0,0,0,"6"
"2313",0,860.8345639,0,1,0,1,0,0,0,"5"
"2314",361,508.370627,361,1,0,1,0,0,0,"1"
"2315",133,740.21415835,133,1,0,1,0,0,0,"5"
"2316",78,407.35656865,78,1,0,1,0,0,0,"6"
"2317",240,485.85811655,240,1,0,1,0,0,0,"5"
"2318",20,418.821921165,20,1,0,1,0,0,0,"6"
"2319",49,545.30904215,49,1,0,1,0,0,0,"5"
"2320",67,142.0114606,67,1,0,0,0,0,0,"3"
"2321",554,57.7545192,554,1,0,0,0,0,0,"4"
"2322",1106,39.455573005,1106,1,0,0,0,0,0,"4"
"2323",1106,39.455573005,1106,0,0,0,0,0,0,"4"
"2324",0,64.763869605,0,0,0,0,0,0,0,"3"
"2325",30,49.540665315,30,1,0,0,0,0,0,"3"
"2326",30,49.540665315,30,0,0,0,0,0,0,"3"
"2327",422,79.164776835,422,0,0,0,0,0,0,"1"
"2328",1277,219.25,1277,0,0,0,0,0,0,"4"
"2329",173,47.4396978,295,0,0,0,0,0,0,"1"
"2330",136,144.19,148,0,0,0,0,0,0,"3"
"2331",1087,37.261998195,1087,1,0,0,0,0,0,"4"
"2332",371,71.92868754,371,0,0,0,0,0,0,"1"
"2333",28,78.704333275,28,1,0,0,0,0,0,"3"
"2334",842,45.939332005,842,0,0,0,0,0,0,"4"
"2335",137,193.213333333333,271,1,0,0,0,0,0,"1"
"2336",195,70.224166892,0,0,0,0,0,0,0,"3"
"2337",0,93.79104545,0,1,0,0,0,0,0,"3"
"2338",188,187.3775,404,0,0,0,0,0,0,"1"
"2339",328,142.820509296667,634,0,0,0,0,0,0,"1"
"2340",491,228.5,491,0,0,0,0,0,0,"1"
"2341",196,64.376959885,196,1,0,0,0,0,0,"3"
"2342",497,55.814433815,497,1,0,0,0,0,0,"1"
"2343",497,55.814433815,497,0,0,0,0,0,0,"1"
"2344",497,55.814433815,497,0,0,0,0,0,0,"1"
"2345",377,58.77117715,377,0,1,0,0,0,0,"1"
"2346",344,20.48155625,344,1,1,0,0,0,0,"1"
"2347",0,144.201661355,0,1,1,0,0,0,0,"3"
"2348",89,70.214392292,83,0,1,0,0,0,0,"3"
"2349",4,301.36,4,1,0,0,0,1,0,"6"
"2350",270,450.015,270,1,0,0,0,1,0,"1"
"2351",45,139.38658635,45,1,0,0,1,0,0,"3"
"2352",942,58.39374694,942,0,0,0,1,0,0,"4"
"2353",388,72.57359174,388,1,0,0,1,0,0,"1"
"2354",263,82.5609809,425,0,0,0,1,0,0,"1"
"2355",11,42.48949475,11,1,0,0,1,0,0,"3"
"2356",588,35.79976845,588,1,0,0,1,0,0,"4"
"2357",0,48.47354799,0,1,0,0,1,0,0,"3"
