serial_number,sales_organisation,service_call_category,total_service_count,model,energy_type,machine_size,machine_type
2772,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2773,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2774,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2775,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2776,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2777,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2778,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2779,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2780,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2781,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2782,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2783,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2784,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2785,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2786,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2787,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2788,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2789,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2790,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2791,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2792,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2793,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2794,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2795,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2796,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2797,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2798,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2799,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2800,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2801,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2802,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2803,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2804,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2805,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2806,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2807,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2808,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2809,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2810,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2811,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2812,320 Organisation International,Breakdown,4,E61SH,Electric,61,Single
2813,320 Organisation International,Breakdown,4,E61SH,Electric,61,Single
2814,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2815,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2816,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2817,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2818,610 Organisation Polen,Breakdown,4,E61SH,Electric,61,Single
2819,610 Organisation Polen,Breakdown,4,E61SH,Electric,61,Single
2820,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2821,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2822,200 Organisation Deutschland,Installation / Commissioning,4,E61SH,Electric,61,Single
2823,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2824,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2825,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2826,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2827,610 Organisation Polen,Breakdown,4,E61SH,Electric,61,Single
2828,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2829,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2830,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2831,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2832,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2833,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2834,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2835,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2836,610 Organisation Polen,Inspection / Maintenance,4,E61SH,Electric,61,Single
2837,610 Organisation Polen,Breakdown,4,E61SH,Electric,61,Single
2838,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2839,610 Organisation Polen,Inspection / Maintenance,4,E61SH,Electric,61,Single
2840,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2841,800 Organisation Canada,Breakdown,4,E61SH,Electric,61,Single
2842,800 Organisation Canada,Breakdown,4,E61SH,Electric,61,Single
2843,800 Organisation Canada,Breakdown,4,E61SH,Electric,61,Single
2844,800 Organisation Canada,Breakdown,4,E61SH,Electric,61,Single
2845,800 Organisation Canada,Breakdown,4,E61SH,Electric,61,Single
2846,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2847,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2848,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2849,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2850,500 Organisation USA,Breakdown,4,E61SH,Electric,61,Single
2851,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2852,700 Organisation Schweiz,Breakdown,4,E61SH,Electric,61,Single
2853,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2854,320 Organisation International,Breakdown,4,E61SH,Electric,61,Single
2855,400 Organisation UK,Breakdown,4,E61SH,Electric,61,Single
2856,150 Organisation Oesterreich,Breakdown,4,E61SH,Electric,61,Single
2857,320 Organisation International,Breakdown,4,E61SH,Electric,61,Single
2858,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2859,610 Organisation Polen,Breakdown,4,E61SH,Electric,61,Single
2860,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2861,200 Organisation Deutschland,Breakdown,4,E61SH,Electric,61,Single
2862,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2863,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2864,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2865,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2866,800 Organisation Canada,Breakdown,4,E61SI,Electric,61,Single
2867,500 Organisation USA,Breakdown,4,E61SI,Electric,61,Single
2868,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2869,610 Organisation Polen,Breakdown,4,E61SI,Electric,61,Single
2870,200 Organisation Deutschland,Breakdown,4,E61SI,Electric,61,Single
2871,200 Organisation Deutschland,Breakdown,4,E62MG,Electric,62,Mult
2872,610 Organisation Polen,Breakdown,4,E62SE,Electric,62,Single
2873,610 Organisation Polen,Breakdown,4,E62SE,Electric,62,Single
2874,500 Organisation USA,Breakdown,4,E62SG,Electric,62,Single
2875,500 Organisation USA,Inspection / Maintenance,4,E62SG,Electric,62,Single
2876,680 Organisation Mexiko,Breakdown,4,E62SH,Electric,62,Single
2877,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2878,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2879,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2880,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2881,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2882,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2883,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2884,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2885,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2886,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2887,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2888,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2889,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2890,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2891,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
2892,500 Organisation USA,Breakdown,4,E62SH,Electric,62,Single
