serial_number,sales_organisation,service_call_category,total_service_count,model,energy_type,machine_size,machine_type
23175,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23176,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23177,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23178,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23179,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23180,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23181,610 Organisation Polen,Retrofit,1,E61SH,Electric,61,Single
23182,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23183,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23184,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23185,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23186,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23187,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23188,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23189,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23190,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23191,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23192,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23193,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23194,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23195,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23196,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23197,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23198,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23199,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23200,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23201,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23202,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23203,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23204,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23205,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23206,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23207,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23208,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23209,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23210,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23211,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23212,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23213,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23214,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23215,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23216,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23217,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23218,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23219,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23220,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23221,150 Organisation Oesterreich,Welding,1,E61SH,Electric,61,Single
23222,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23223,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23224,300 Organisation AG,Breakdown,1,E61SH,Electric,61,Single
23225,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23226,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23227,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23228,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23229,600 Organisation Italien,Installation / Commissioning,1,E61SH,Electric,61,Single
23230,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23231,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23232,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23233,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23234,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23235,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23236,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23237,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23238,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23239,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23240,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23241,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23242,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23243,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23244,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23245,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23246,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23247,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23248,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23249,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23250,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23251,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23252,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23253,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23254,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23255,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23256,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23257,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23258,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23259,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23260,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23261,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23262,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23263,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23264,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23265,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23266,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23267,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23268,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23269,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23270,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23271,200 Organisation Deutschland,Retrofit,1,E61SH,Electric,61,Single
23272,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23273,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23274,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23275,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23276,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23277,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23278,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23279,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23280,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23281,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23282,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23283,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23284,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23285,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23286,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23287,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23288,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23289,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23290,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23291,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23292,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23293,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23294,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23295,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23296,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23297,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23298,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23299,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23300,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23301,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23302,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23303,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23304,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23305,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23306,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23307,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23308,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23309,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23310,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23311,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23312,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23313,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23314,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23315,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23316,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23317,700 Organisation Schweiz,Breakdown,1,E61SH,Electric,61,Single
23318,700 Organisation Schweiz,Breakdown,1,E61SH,Electric,61,Single
23319,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23320,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23321,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23322,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23323,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23324,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23325,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23326,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23327,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23328,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23329,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23330,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23331,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23332,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23333,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23334,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23335,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23336,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23337,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23338,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23339,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23340,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23341,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23342,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23343,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23344,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23345,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23346,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23347,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23348,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23349,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23350,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23351,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23352,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23353,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23354,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23355,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23356,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23357,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23358,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23359,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23360,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23361,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23362,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23363,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23364,200 Organisation Deutschland,Accessories,1,E61SH,Electric,61,Single
23365,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23366,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23367,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23368,610 Organisation Polen,Retrofit,1,E61SH,Electric,61,Single
23369,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23370,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23371,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23372,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23373,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23374,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23375,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23376,200 Organisation Deutschland,Retrofit,1,E61SH,Electric,61,Single
23377,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23378,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23379,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23380,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23381,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23382,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23383,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23384,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23385,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23386,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23387,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23388,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23389,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23390,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23391,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23392,300 Organisation AG,Breakdown,1,E61SH,Electric,61,Single
23393,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23394,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23395,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23396,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23397,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23398,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23399,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23400,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23401,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23402,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23403,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23404,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23405,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23406,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23407,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23408,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23409,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23410,800 Organisation Canada,Breakdown,1,E61SH,Electric,61,Single
23411,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23412,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23413,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23414,800 Organisation Canada,Breakdown,1,E61SH,Electric,61,Single
23415,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23416,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23417,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23418,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23419,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23420,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23421,610 Organisation Polen,Retrofit,1,E61SH,Electric,61,Single
23422,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23423,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23424,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23425,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23426,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23427,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23428,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23429,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23430,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23431,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23432,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23433,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23434,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23435,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23436,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23437,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23438,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23439,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23440,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23441,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23442,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23443,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23444,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23445,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23446,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23447,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23448,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23449,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23450,800 Organisation Canada,Breakdown,1,E61SH,Electric,61,Single
23451,800 Organisation Canada,Installation / Commissioning,1,E61SH,Electric,61,Single
23452,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23453,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23454,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23455,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23456,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23457,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23458,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23459,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23460,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23461,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23462,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23463,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23464,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23465,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23466,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23467,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23468,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23469,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23470,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23471,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23472,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23473,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23474,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23475,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23476,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23477,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23478,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23479,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23480,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23481,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23482,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23483,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23484,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23485,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23486,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23487,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23488,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23489,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23490,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23491,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23492,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23493,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23494,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23495,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23496,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23497,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23498,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23499,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23500,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23501,600 Organisation Italien,Installation / Commissioning,1,E61SH,Electric,61,Single
23502,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23503,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23504,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23505,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23506,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23507,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23508,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23509,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23510,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23511,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23512,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23513,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23514,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23515,200 Organisation Deutschland,Retrofit,1,E61SH,Electric,61,Single
23516,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23517,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23518,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23519,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23520,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23521,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23522,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23523,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23524,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23525,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23526,300 Organisation AG,Breakdown,1,E61SH,Electric,61,Single
23527,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23528,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23529,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23530,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23531,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23532,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23533,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23534,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23535,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23536,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23537,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23538,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23539,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23540,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23541,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23542,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23543,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
